"level,""en"",""ja"",""ex"",""sEn"",""sJa"""
"800,""Precede"",""先行する"",""時間や順序が前であること。"",""A reception will precede the dinner."",""夕食の前に歓迎会が行われます。"""
"800,""Preclude"",""妨げる、排除する"",""何かが起こるのを不可能にすること。"",""This does not preclude future changes."",""これが将来の変更を妨げるものではありません。"""
"800,""Premise"",""前提、敷地"",""議論の前提や、建物の敷地・店舗のこと。"",""No smoking is allowed on the premises."",""敷地内での喫煙は禁止されています。"""
"800,""Premium"",""保険料、割増金、高級な"",""定期的に払う保険の掛金や、上質なものを指す。"",""I pay a monthly insurance premium."",""私は毎月保険料を支払っています。"""
"800,""Prescribe"",""処方する、規定する"",""医者が薬を指示したり、規則を定めたりすること。"",""The doctor prescribed antibiotics."",""医師は抗生物質を処方しました。"""
"800,""Prestige"",""名声、威信"",""社会的な地位の高さや尊敬の念。"",""The university has international prestige."",""その大学は国際的な名声を持っています。"""
"800,""Prevalent"",""普及している、一般的な"",""広く行き渡ってよく見られる様子。"",""This disease is prevalent in the region."",""この病気はその地域で広く流行しています。"""
"800,""Prohibit"",""禁止する"",""法律や規則で何かをさせないこと。"",""Taking photos is prohibited here."",""ここでの写真撮影は禁止されています。"""
"800,""Prominent"",""著名な、目立つ"",""重要でよく知られている、または物理的に突き出ている。"",""He is a prominent business leader."",""彼は著名なビジネスリーダーです。"""
"800,""Proportion"",""割合、比率"",""全体に対する部分の大きさや比率。"",""A large proportion of our budget goes to IT."",""予算の大部分がITに割かれています。"""
"800,""Protocol"",""規約、手順"",""公式の場での礼儀作法や、通信のルール。"",""You must follow the safety protocol."",""安全手順に従わなければなりません。"""
"800,""Provisional"",""暫定的な"",""確定ではなく、とりあえずの一時的なもの。"",""They reached a provisional agreement."",""彼らは暫定的な合意に達しました。"""
"800,""Rational"",""合理的な、理にかなった"",""感情ではなく理屈に基づいていること。"",""We need to make a rational decision."",""合理的な決定を下す必要があります。"""
"800,""Reconcile"",""和解させる、一致させる"",""対立を解消したり、帳簿の数字を合わせたりすること。"",""It's difficult to reconcile the two views."",""2つの見解を調和させるのは困難です。"""
"800,""Recur"",""再発する、繰り返される"",""問題や病気などが再び起こること。"",""This problem tends to recur."",""この問題は再発する傾向があります。"""
"800,""Refrain"",""控える"",""何かをするのを自発的にやめること。"",""Please refrain from using mobile phones."",""携帯電話のご使用はお控えください。"""
"800,""Reluctant"",""気が進まない"",""しぶしぶ行う、やりたがらない様子。"",""He was reluctant to sign the contract."",""彼は契約にサインするのを渋りました。"""
"800,""Remit"",""送金する、免除する"",""支払いとしてお金を送ること。"",""Please remit payment by Friday."",""金曜日までに送金してください。"""
"800,""Renowned"",""有名な、高名な"",""良い意味で広く知られていること。"",""The city is renowned for its architecture."",""その都市は建築物で有名です。"""
"800,""Replicate"",""複製する、再現する"",""実験や成功を同じようにやり直すこと。"",""We are trying to replicate the success."",""私たちはその成功を再現しようとしています。"""
"800,""Respective"",""それぞれの"",""複数あるものが、めいめいのものに対応する様子。"",""They returned to their respective rooms."",""彼らはそれぞれの部屋に戻りました。"""
"800,""Retain"",""保持する、維持する"",""失わずに保ち続けること。"",""The company aims to retain its best employees."",""会社は優秀な従業員を引き留めることを目指しています。"""
"800,""Revoke"",""取り消す、無効にする"",""許可や免許などを法的に白紙に戻すこと。"",""His driving license was revoked."",""彼の運転免許は取り消されました。"""
"800,""Sequence"",""順序、連続"",""物事が起こる順番や、一連の流れ。"",""Follow the sequence of instructions."",""指示の順序に従ってください。"""
"800,""Skeptical"",""懐疑的な"",""本当かどうか疑っている様子。"",""Investors are skeptical about the plan."",""投資家たちはその計画に懐疑的です。"""
"800,""Soar"",""急上昇する"",""価格や数値が一気に跳ね上がること。"",""Fuel prices soared this month."",""今月、燃料価格が急上昇しました。"""
"800,""Solely"",""単独で、〜だけ"",""onlyやentirelyのフォーマルな表現。"",""He is solely responsible for the project."",""彼が単独でそのプロジェクトの責任を負っています。"""
"800,""Speculate"",""推測する、投機する"",""確実な証拠なしにあれこれと考えること。"",""It is too early to speculate on the cause."",""原因を推測するには時期尚早です。"""
